x y Ma
0 0.1014640057401272 1
0.03398870386545645 0 1.0669093132019043
0.040567144417511 0.015811537915108625 1.1082110404968262
0.04459107686926788 0.024001159696614753 1.143945038318634
0.0476827863777641 0.029682187649502787 1.1767232418060303
0.05027356863636671 0.034110786703666046 1.207614243030548
0.05254867472651796 0.03779311704275299 1.2371845245361328
0.05460614140844427 0.040983649784153656 1.2657817006111145
0.0565045991482577 0.04382829726162876 1.293634831905365
0.058282151778367444 0.046418559556910315 1.3209080696105957
0.05996507996470646 0.04881564204020302 1.3477231860160828
0.06157231628752932 0.051062519630709756 1.3741724491119385
0.06311802948893686 0.053190624839647614 1.4003304243087769
0.0646130865743074 0.0552236344731012 1.4262561202049255
0.06606606681249118 0.05717993027954792 1.4519994258880615
0.06748387584738785 0.05907410777243114 1.4776027202606201
0.06887211375029993 0.060917921830307024 1.503099799156189
0.07023547866720924 0.06272112739818564 1.5285233855247498
0.07157790907315568 0.06449187776327202 1.5538997650146484
0.07290272824798338 0.06623706898034551 1.579252541065216
0.07421284090866623 0.06796270698146335 1.6046037077903748
0.0755107239446853 0.06967397586582871 1.6299725770950317
0.07679859029127421 0.0713755146229334 1.6553773880004883
0.07807836678327722 0.07307143439290428 1.6808342337608337
0.07935177158176683 0.07476545697096974 1.7063581347465515
0.0806203553651925 0.07646099718741751 1.731963574886322
0.13152682969466312 0.14467382713892085 1.731963574886322
0.048856766508019164 0 1.143945038318634
0.053826242675070565 0.008588071099349857 1.1767232418060303
0.057766464375392575 0.014936036198258085 1.207614243030548
0.061063459876577506 0.019972531211065098 1.2371845245361328
0.0639568023382127 0.024211373835472554 1.2657817006111145
0.06657274616460099 0.027917195763393382 1.293634831905365
0.06898660141116392 0.03124450906424634 1.3209080696105957
0.07124719902807464 0.03429155191731885 1.3477231860160828
0.07338815680905152 0.037124779499535215 1.3741724491119385
0.07543367682964444 0.03979130997825721 1.4003304243087769
0.07740184359823045 0.042325874532681065 1.4262561202049255
0.07930652920226522 0.04475483419202272 1.4519994258880615
0.08115868014025028 0.047098786401923456 1.4776027202606201
0.08296709574240503 0.04937417578173577 1.503099799156189
0.0847389339281286 0.051594343612329355 1.5285233855247498
0.08648018298618221 0.05377040175223161 1.5538997650146484
0.08819587406978283 0.05591169986388709 1.579252541065216
0.08989025855658395 0.05802618792672368 1.6046037077903748
0.09156705248650074 0.060120825217219565 1.6299725770950317
0.0932294326508788 0.06220165302813956 1.6553773880004883
0.09488023828446383 0.06427410545938925 1.6808342337608337
0.09652194851338906 0.06634302690887842 1.7063581347465515
0.09815678029271228 0.0684128293026481 1.731963574886322
0.09978673794153413 0.07048758223850768 1.7576639652252197
0.1666404294552441 0.15582938237166916 1.7576639652252197
0.059473589407798864 0 1.207614243030548
0.06382291615740521 0.006278977141896464 1.2371845245361328
0.0676174254194391 0.011536982156712228 1.2657817006111145
0.07094984371726402 0.01600478377503603 1.293634831905365
0.07396489744352833 0.01993981483333939 1.3209080696105957
0.07674898526737384 0.023494110618929406 1.3477231860160828
0.07935814406483667 0.026765251884945662 1.3741724491119385
0.0818309732010882 0.029819797739918757 1.4003304243087769
0.08419527074624643 0.03270527679600735 1.4262561202049255
0.08647181659366686 0.03545695095383676 1.4519994258880615
0.08867656291702286 0.03810174385606052 1.4776027202606201
0.09082209560863636 0.04066080364465903 1.503099799156189
0.09291854808491355 0.043151114154619336 1.5285233855247498
0.09497416914637574 0.04558651987055862 1.5538997650146484
0.09699586072480373 0.047978609581651566 1.579252541065216
0.09898943566517734 0.0503371906899545 1.6046037077903748
0.10095981072402203 0.052670640991961205 1.6299725770950317
0.10291129098385401 0.054986336375600964 1.6553773880004883
0.10484756285336128 0.05729071073350303 1.6808342337608337
0.10677192739835525 0.059589585362287735 1.7063581347465515
0.10868727612605278 0.061888179674704245 1.731963574886322
0.11059620116557417 0.06419127367072275 1.7576639652252197
0.11250105141364393 0.06650330108448556 1.7834716439247131
0.1922402840836599 0.16359501337402915 1.7834716439247131
0.06860909068275275 0 1.2657817006111145
0.07265859986676701 0.005142625653912927 1.293634831905365
0.0763643450303777 0.009725437030372309 1.3209080696105957
0.0797213927353167 0.013787497278169553 1.3477231860160828
0.08282475332428847 0.017475874106466036 1.3741724491119385
0.08573613363945023 0.02088560899246917 1.4003304243087769
0.08849808679459722 0.024081928911217656 1.4262561202049255
0.09114129462921475 0.027111679830632653 1.4519994258880615
0.09368871674160716 0.030009799919927322 1.4776027202606201
0.09615799211633824 0.0328030969346638 1.503099799156189
0.09856305881847162 0.03551273721812255 1.5285233855247498
0.1009151489045452 0.038155796264737855 1.5538997650146484
0.10322341820457472 0.04074626231721616 1.579252541065216
0.10549553754411452 0.04329590068247782 1.6046037077903748
0.10773798015517777 0.04581471978833537 1.6299725770950317
0.10995623112593207 0.048311310849867874 1.6553773880004883
0.11215510140782745 0.05079327819368415 1.6808342337608337
0.11433871963648887 0.05326728885789296 1.7063581347465515
0.11651079305538249 0.05573941092769163 1.731963574886322
0.11867457828145252 0.05821511493790521 1.7576639652252197
0.12083300248289792 0.06069943925435986 1.7834716439247131
0.12298872861419127 0.06319708611800796 1.8093994855880737
0.21500418126124252 0.17017623614692656 1.8093994855880737
0.07704455554189885 0 1.3209080696105957
0.08094026361841752 0.004470192773954121 1.3477231860160828
0.08460882048367042 0.00860554534912354 1.3741724491119385
0.0880048258088644 0.012378231419895868 1.4003304243087769
0.09119471713273236 0.01588013800373854 1.4262561202049255
0.0942243778544616 0.01917463672980329 1.4519994258880615
0.09712693918148463 0.022307451708189673 1.4776027202606201
0.09992721860815557 0.025312834019281232 1.503099799156189
0.10264431508376352 0.028217184980705478 1.5285233855247498
0.10529333746252996 0.03104143725171145 1.5538997650146484
0.10788647770432695 0.03380255555005205 1.579252541065216
0.11043369344875349 0.03651450107656954 1.6046037077903748
0.11294333833740541 0.039189069398061216 1.6299725770950317
0.11542247868840352 0.041836347281105565 1.6553773880004883
0.11787711237050552 0.04446503307181698 1.6808342337608337
0.12031251204045361 0.0470828688571209 1.7063581347465515
0.12273321473851338 0.04969667741707217 1.731963574886322
0.12514330575404523 0.05231270468870216 1.7576639652252197
0.1275463841610397 0.0549366128052364 1.7834716439247131
0.12994569747455745 0.05757364833128247 1.8093994855880737
0.1323442068091264 0.060228733591730914 1.835457682609558
0.23665608911741104 0.17613000220837466 1.835457682609558
0.0851200162305452 0 1.3741724491119385
0.08894794850074193 0.004034906709813123 1.4003304243087769
0.09262020367801088 0.007860230000258449 1.4262561202049255
0.09607434779573844 0.0114243793894351 1.4519994258880615
0.09935916438032466 0.014788671491648198 1.4776027202606201
0.10250992452462433 0.017997518437818594 1.503099799156189
0.10555309082055053 0.02108432149307504 1.5285233855247498
0.10850905644091315 0.02407492435326665 1.5538997650146484
0.1113939763773899 0.02698990293639884 1.579252541065216
0.11422091040162234 0.02984600407264631 1.6046037077903748
0.11700054414728366 0.03265706883964723 1.6299725770950317
0.11974185785441904 0.03543484525127659 1.6553773880004883
0.12245246529835678 0.03818942954185878 1.6808342337608337
0.12513884223579128 0.04092956994347471 1.7063581347465515
0.12780669729949667 0.043663096590413716 1.731963574886322
0.13046095566367116 0.0463969451112675 1.7576639652252197
0.13310606498524832 0.04913750210028512 1.7834716439247131
0.13574595854265928 0.05189059132077585 1.8093994855880737
0.13838419458515744 0.05466163830652758 1.835457682609558
0.14102403391702864 0.057455766941275604 1.8616591095924377
0.25792188245659137 0.1816792361205215 1.8616591095924377
0.09302966511683516 0 1.4262561202049255
0.09684802437668782 0.0037389505844235412 1.4519994258880615
0.10055730112059827 0.007344152101535368 1.4776027202606201
0.10408951347777619 0.010757947973572733 1.503099799156189
0.10748185547095444 0.014023367894576252 1.5285233855247498
0.11076227031886222 0.017172881788268736 1.5538997650146484
0.11395232365472958 0.020231705851757324 1.579252541065216
0.11706912860347095 0.02321999383218385 1.6046037077903748
0.12012654342730103 0.02615421537445119 1.6299725770950317
0.12313592999773998 0.02904804134387165 1.6553773880004883
0.12610685404629238 0.031913127112826505 1.6808342337608337
0.12904744604126805 0.034759540488123034 1.7063581347465515
0.13196463798879338 0.037596047375595604 1.731963574886322
0.13486455805760852 0.040430537496472484 1.7576639652252197
0.13775250755628568 0.043270035883123906 1.7834716439247131
0.14063329169938993 0.04612105117096347 1.8093994855880737
0.1435111717999437 0.04898955053438599 1.835457682609558
0.1463900214102786 0.05188112928295945 1.8616591095924377
0.1492734013373734 0.05480109954867157 1.8880134224891663
0.27920194263881204 0.18693566582717439 1.8880134224891663
0.10090204190005618 0 1.4776027202606201
0.10475459531397795 0.0035330990857092835 1.503099799156189
0.10852944045829559 0.006980955926617547 1.5285233855247498
0.11215957523986364 0.010288032944280828 1.5538997650146484
0.11567429829274563 0.013485841664787727 1.579252541065216
0.11909625898268573 0.016598937579185888 1.6046037077903748
0.12244345992616246 0.01964701853788218 1.6299725770950317
0.12573050741021208 0.022646247141366104 1.6553773880004883
0.1289694002629366 0.025610095776451604 1.6808342337608337
0.13217026087431893 0.028550103488068523 1.7063581347465515
0.13534171686865404 0.031476288836630506 1.731963574886322
0.138491142189085 0.03439741752660264 1.7576639652252197
0.14162507472784924 0.03732142396009289 1.7834716439247131
0.14474918917202417 0.04025541199749497 1.8093994855880737
0.14786864437071118 0.04320600116462148 1.835457682609558
0.15098803624944707 0.04617929881477411 1.8616591095924377
0.15411155623333947 0.04918106283765339 1.8880134224891663
0.15724307362112425 0.0522167939581344 1.9145313501358032
0.300754233010615 0.19196095512099492 1.9145313501358032
0.10883218623677511 0 1.5285233855247498
0.11275481034098002 0.0033899500941098593 1.5538997650146484
0.116620901491063 0.00672671008097484 1.579252541065216
0.1203688611238925 0.009961183733761172 1.6046037077903748
0.12402235182513449 0.013117253948820459 1.6299725770950317
0.12760021459848087 0.016214149716334277 1.6553773880004883
0.13111776472086542 0.019267711805846 1.6808342337608337
0.13458760982393855 0.022291201429801264 1.7063581347465515
0.13802041039229365 0.0252960297167694 1.731963574886322
0.14142527819938464 0.02829215554151225 1.7576639652252197
0.1448100205639094 0.03128833646100688 1.7834716439247131
0.14818158388793973 0.034292546267803835 1.8093994855880737
0.1515460137546098 0.03731196206714215 1.835457682609558
